R (ang),V=0,V=1,V=2,V=3,V=4,V=5,V=6,V=7,V=8,V=9,E (wavenumbers),,,,,,,,,,
4.087120,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.092789,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.098458,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.104127,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.109796,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.115465,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.121134,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.126803,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.132472,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.138141,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.143810,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.149479,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.155148,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.160817,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.166486,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.172155,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.177824,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.183493,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.189162,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.194831,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.200500,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.206169,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.211838,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.217507,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.223176,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.228845,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.234514,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.240183,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.245852,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.251521,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.257190,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.262860,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.268529,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.274198,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.279867,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.285536,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.291205,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.296874,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.302543,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.308212,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.313881,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.319550,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.325219,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.330888,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.336557,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.342226,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.347895,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.353564,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.359233,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.364902,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.370571,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.376240,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.381909,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.387578,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.393247,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.398916,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.404585,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.410254,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.415923,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.421592,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.427261,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.432930,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.438599,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.444268,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.449937,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.455607,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.461276,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.466945,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.472614,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.478283,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.483952,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.489621,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.495290,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.500959,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.506628,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.512297,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.517966,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.523635,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.529304,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.534973,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.540642,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.546311,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.551980,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.557649,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.563318,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.568987,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.574656,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.580325,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.585994,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.591663,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.597332,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.603001,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.608670,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.614339,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.620008,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.625677,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.631346,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.637015,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.642684,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.648353,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.654023,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.659692,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.665361,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.671030,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.676699,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.682368,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.688037,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.693706,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.699375,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.705044,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.710713,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.716382,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.722051,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.727720,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.733389,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.739058,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.744727,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.750396,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.756065,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.761734,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.767403,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.773072,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.778741,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.784410,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.790079,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.795748,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.801417,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.807086,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.812755,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.818424,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.824093,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.829762,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.835431,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.841100,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.846769,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.852439,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.858108,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.863777,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.869446,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.875115,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.880784,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.886453,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.892122,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.897791,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.903460,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.909129,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.914798,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.920467,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.926136,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.931805,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.937474,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.943143,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.948812,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.954481,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.960150,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.965819,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.971488,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.977157,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.982826,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.988495,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.994164,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
4.999833,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.005502,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.011171,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.016840,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.022509,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.028178,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.033847,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.039516,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.045185,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.050855,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.056524,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.062193,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.067862,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.073531,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.079200,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.084869,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.090538,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.096207,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.101876,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.107545,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.113214,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.118883,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.124552,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.130221,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.135890,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.141559,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.147228,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.152897,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.158566,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.164235,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.169904,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.175573,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.181242,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.186911,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.192580,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.198249,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.203918,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.209587,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.215256,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.220925,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.226594,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.232263,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.237932,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.243602,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.249271,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.254940,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.260609,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.266278,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.271947,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.277616,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.283285,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.288954,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.294623,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.300292,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.305961,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.311630,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.317299,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.322968,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.328637,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.334306,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.339975,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.345644,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.351313,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.356982,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.362651,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.368320,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.373989,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.379658,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.385327,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.390996,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.396665,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.402334,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.408003,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.413672,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.419341,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.425010,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.430679,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.436348,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.442018,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.447687,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.453356,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.459025,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.464694,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.470363,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.476032,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.481701,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.487370,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.493039,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.498708,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.504377,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.510046,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.515715,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.521384,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.527053,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.532722,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.538391,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.544060,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.549729,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.555398,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.561067,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.566736,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.572405,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.578074,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.583743,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.589412,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.595081,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.600750,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.606419,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.612088,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.617757,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.623426,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.629095,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.634764,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.640434,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.646103,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.651772,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.657441,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.663110,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.668779,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.674448,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.680117,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.685786,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.691455,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.697124,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.702793,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.708462,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.714131,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.719800,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.725469,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.731138,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.736807,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.742476,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.748145,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.753814,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.759483,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.765152,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.770821,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.776490,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.782159,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.787828,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.793497,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.799166,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.804835,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.810504,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.816173,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.821842,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.827511,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.833180,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.838850,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.844519,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.850188,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.855857,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.861526,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.867195,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.872864,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.878533,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.884202,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.889871,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.895540,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.901209,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.906878,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.912547,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.918216,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.923885,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.929554,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.935223,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.940892,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.946561,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.952230,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.957899,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.963568,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.969237,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.974906,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.980575,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.986244,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.991913,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
5.997582,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
